id,tweetText,tweetURL,type,handle,replyCount,quoteCount,retweetCount,likeCount,views,bookmarkCount,createdAt,allMediaURL,videoURL
1627420494625402881,"Dices algo malo = LE PAGARON POR HABLAR MAL

Dices algo bueno = LE PAGARON POR HABLAR BIEN

Y luego me preguntan por qué no grabo tantas cosas de México; todo lo vuelven político 😅

No, no me pagaron. Ninguna necesidad tengo yo de recibir dinero del gobierno. Cómanse una polla.",https://x.com/undefined/status/1627420494625402881,tweet,@undefined,2491,305,2186,67026,4613757,262,2023-02-19 15:30:56,,
1622607949184045058,@TokyoRaccoon ¡Qué pena la tremenda espera! Para la próxima ve a la sucursal de la Condesa; esa suele tener menos gente. ¡Muchas gracias por ir! Y qué gozadera que te haya gustado 😋🍜,https://x.com/undefined/status/1622607949184045058,tweet,@undefined,14,1,1,347,21063,2,2023-02-06 08:47:36,,
1622606715437953025,"@Aikarey2 @fasfuburgers Opa, qué gozadera 😎👌🏽",https://x.com/undefined/status/1622606715437953025,tweet,@undefined,4,0,0,5,6393,0,2023-02-06 08:42:42,,
1615056646048256003,"@CampusTvhn Bueno, no en todos! Solo en el Fasfú de Madrid 😅 Pero sí, es hondureño! Mucha emoción! ☕️🇭🇳",https://x.com/undefined/status/1615056646048256003,tweet,@undefined,6,0,2,35,9906,0,2023-01-16 12:41:25,,
1599875095295537153,"Qué honor, mis sapos culiaos! Siempre un verdadero placer visitar Chile!!! 🇨🇱❤️❤️",https://x.com/undefined/status/1599875095295537153,tweet,@undefined,209,11,161,5374,-,33,2022-12-05 15:15:21,,
1596787671971790849,@RealTimeRating 🤣🤣🤣 Muy bueno,https://x.com/undefined/status/1596787671971790849,tweet,@undefined,13,4,10,1079,-,1,2022-11-27 02:47:02,,
1595029099793506310,@Julio_CVM_ Durísimo 😂😂😂 CONFIANZAAAA,https://x.com/undefined/status/1595029099793506310,tweet,@undefined,4,0,2,322,-,1,2022-11-22 06:19:06,,
1595028568240783361,"Ya hicieron enojar a Argentina 😅🇦🇷 Nos van a tocar con todo, cero confiados, modo súper sayayin para el partido del sábado alvvv 😂🤯",https://x.com/undefined/status/1595028568240783361,tweet,@undefined,1079,1088,2943,90655,-,388,2022-11-22 06:16:59,,
1589373510962778114,"@juaramiva @PueblaenLinea Papi, yo me refería a que no me gusta ir por la cuestión del tráfico desde la Ciudad de México y las horas de carretera. Obvio Puebla me encanta. Pero este periódico sacando su encabezado viral y tú cayendo redondito 🫣",https://x.com/undefined/status/1589373510962778114,tweet,@undefined,16,1,9,1376,-,1,2022-11-06 15:45:48,,
1589373047026651139,"Cómo sacan de contexto 🙄 Yo me refería por la cuestión de ir seguido y lidiar con el tráfico de salir de la Ciudad de México, y las horas de carretera, y luego el tráfico de entrada a Puebla. No significa que no me guste Puebla, NO MAMEN 😂",https://x.com/undefined/status/1589373047026651139,tweet,@undefined,640,98,822,47002,-,138,2022-11-06 15:43:58,,
1589372695585529856,"@PueblaenLinea Cómo sacan de contexto 🙄 Yo me refería por la cuestión de ir seguido y lidiar con el tráfico de salir de la Ciudad de México, y las horas de carretera, y luego el tráfico de entrada a Puebla. No significa que no me guste Puebla, no mamen 😂😂",https://x.com/undefined/status/1589372695585529856,tweet,@undefined,21,4,20,1932,-,3,2022-11-06 15:42:34,,
1587095237960294405,"@CarlosZazuettha Jajaja! Genio, se aprecia! 😎👌🏽",https://x.com/undefined/status/1587095237960294405,tweet,@undefined,1,0,0,10,-,0,2022-10-31 08:52:46,,
1587095113448177667,@CarlosGaliciaa Es una perra delicia 🤯🤤,https://x.com/undefined/status/1587095113448177667,tweet,@undefined,1,1,0,13,-,0,2022-10-31 08:52:16,,
1587095044409942016,@MF_Barriga Espero que te guste mucho! Me comentas qué te pareció! 😁,https://x.com/undefined/status/1587095044409942016,tweet,@undefined,1,0,0,17,-,0,2022-10-31 08:52:00,,
1586488786724298752,@Imfrefvg89 A huevoooo 😎,https://x.com/undefined/status/1586488786724298752,tweet,@undefined,0,0,0,10,-,0,2022-10-29 17:42:56,,
1585866769733910536,@valerinconz Es simplemente espléndido ❤️❤️❤️,https://x.com/undefined/status/1585866769733910536,tweet,@undefined,2,0,0,10,-,0,2022-10-28 00:31:16,,
1583262123664080897,@7Muchi @pokexperto ALVVVV 🤯🤯🤯🤯,https://x.com/undefined/status/1583262123664080897,tweet,@undefined,0,0,0,11,-,0,2022-10-20 20:01:20,,
1583258855282077696,"@franco_esca @fasfuburgers Espero que les hayan gustado, GENIOS 😎😎👌🏽",https://x.com/undefined/status/1583258855282077696,tweet,@undefined,10,0,2,1579,-,1,2022-10-20 19:48:21,,
1580972150470549505,"@luisgaribay_7 Gracias, amigo 😁👍🏽",https://x.com/undefined/status/1580972150470549505,tweet,@undefined,1,0,0,8,-,0,2022-10-14 12:21:48,,
1580971273974599681,@thegodosva MUY!!!,https://x.com/undefined/status/1580971273974599681,tweet,@undefined,0,0,0,3,-,0,2022-10-14 12:18:19,,
1521248807656296448,Nueva foto de perfil con las Torres del Paine obviamente 😍🇨🇱🏔 https://t.co/3aEvWyB4bI,https://x.com/undefined/status/1521248807656296448,tweet,@undefined,354,88,703,36092,-,49,2022-05-02 17:02:33,https://pbs.twimg.com/media/FRyPbMeXsAUqKsm.jpg,
1504242382518296577,"Un poco de cómo grabé la voz de Sonic para la nueva película🦔 ¡Estrena el 7 de Abril!

Ve el trailer completo: https://t.co/v8eZhChO0N

#Sonic2LaPelícula @ParamountMexico 💙🍿 https://t.co/FbUDBOjlFn",https://x.com/undefined/status/1504242382518296577,tweet,@undefined,292,125,791,13413,-,187,2022-03-16 17:45:06,https://pbs.twimg.com/ext_tw_video_thumb/1504242322476871685/pu/img/tA1aBvtRiqV4o9E0.jpg,https://video.twimg.com/ext_tw_video/1504242322476871685/pu/vid/720x1280/dAIx7jci-BeXqpda.mp4?tag=12
1502702153168830473,@LaLiga ¡Brutal experiencia! 😁👏🏽,https://x.com/undefined/status/1502702153168830473,tweet,@undefined,7,0,4,686,-,0,2022-03-12 11:44:46,,
1502329952611545088,@SpotifyMexico @paumtzurita @JuanpaZurita @CalleyPoche Qué joyitas 😎😍,https://x.com/undefined/status/1502329952611545088,tweet,@undefined,2,0,0,64,-,0,2022-03-11 11:05:47,,
1500614831870722049,@polispol Esque está BELLA 😍,https://x.com/undefined/status/1500614831870722049,tweet,@undefined,8,2,18,7439,-,2,2022-03-06 17:30:30,,
1478782882688778240,Soy portada de Playboy. Un sueño de mi infancia cumplido 🤣🐰 En mi Instagram puse más fotos de la sesión 📸 https://t.co/HWCIyCoBC8,https://x.com/undefined/status/1478782882688778240,tweet,@undefined,621,314,923,40831,-,143,2022-01-05 11:38:08,https://pbs.twimg.com/media/FIWxMSLWUAAvx6O.jpg,
1471300250744721411,"@lucas_seoane82 Genio, qué placer!!! 😎😎🙏🏽🙏🏽",https://x.com/undefined/status/1471300250744721411,tweet,@undefined,3,0,0,51,-,0,2021-12-15 20:04:49,,
1469361636347682823,"Existen tantos idiomas, y la raza solo entiende a vergazos.",https://x.com/undefined/status/1469361636347682823,tweet,@undefined,279,223,3933,34023,-,90,2021-12-10 11:41:28,,
1469142884880367618,"Ya estrenó el trailer de la nueva película de Sonic, y me llena de emoción confirmar que nuevamente seré la voz de nuestro erizo preferido. ¡VAYAN A VERLO! La película estará BRUTAL 🔥 #Sonic2LaPelicula @paramountmexico",https://x.com/undefined/status/1469142884880367618,tweet,@undefined,129,22,323,6276,-,34,2021-12-09 21:12:13,,
1468748192497950721,"🔥 CONFIRMADO 🦔

¡Voy a ser nuevamente la voz de Sonic para la nueva película! No saben la emoción que me da. Mañana será la premiere mundial del trailer, y está DEMASIADO cool 😍🦔 #Sonic2LaPelicula @paramountmexico https://t.co/PgmvLl0uLt",https://x.com/undefined/status/1468748192497950721,tweet,@undefined,485,294,1024,21575,-,54,2021-12-08 19:03:51,https://pbs.twimg.com/media/FGIKseKXwAAq_MK.jpg,
1439720202166587401,"¡NUEVO RESTAURANTE! Deigo Ramen: este concepto me ENCANTA. Hicimos una barra de ramen auténticamente japonesa donde los clientes piden todo usando una máquina y se sientan a metros del mágico proceso gastronómico. ¡Es toda una experiencia!

Estamos en Hamburgo 70, CDMX 🍜🇯🇵🤤 https://t.co/cLSiu7pir7",https://x.com/undefined/status/1439720202166587401,tweet,@undefined,610,256,747,27135,-,86,2021-09-19 17:36:59,"https://pbs.twimg.com/media/E_rp4S5X0AAA84T.jpg,https://pbs.twimg.com/media/E_rp4S8XoAA6BUx.jpg,https://pbs.twimg.com/media/E_rp4S5XEAAWOTE.jpg,https://pbs.twimg.com/media/E_rp4TwXoAQKJYa.jpg",
1437925665123221504,@pablinho070 Parece broma 🤣,https://x.com/undefined/status/1437925665123221504,tweet,@undefined,9,0,5,1696,-,1,2021-09-14 18:46:08,,
1437925357810814979,"Hablo de que en Venezuela no hay luz, no hay gasolina, no hay agua, PERO digo que sigue siendo un país hermoso que me encanta.

Periodistas en Venezuela: LE PAGARON CON UNA CASA PARA QUE DIGA QUE EL PAÍS ESTÁ BIEN.",https://x.com/undefined/status/1437925357810814979,tweet,@undefined,885,399,2512,38881,-,77,2021-09-14 18:44:55,,
1437582043475480576,"@Ariampe @CaraotaDigital ??? Ah cabrón, ¿yo cuándo dije eso? Si en todos mis videos digo y reitero que no hay luz ni gasolina. Hay que dejar de leer solo los encabezados, amiga 🤣",https://x.com/undefined/status/1437582043475480576,tweet,@undefined,4,1,2,140,-,0,2021-09-13 20:00:42,,
1433606853095829504,@Cuquicr Exactooooo! Alguien explíquele a esta gente que es un meme ya bastante viejo!,https://x.com/undefined/status/1433606853095829504,tweet,@undefined,11,0,7,992,-,0,2021-09-02 20:44:43,,
1433606681339039747,@pablinho070 Ese meme de “Luisito Comunista” ya es súper viejo! Y lo están tomando como algo literal 🤣,https://x.com/undefined/status/1433606681339039747,tweet,@undefined,2,0,1,220,-,1,2021-09-02 20:44:02,,
1432839791423393795,"¡NUEVO RESTAURANTE! Bolichera 21: cocina peruana fusión japonesa, mexicana y china. Un concepto EXQUISITO que nos tiene SÚPER EMOCIONADOS 😍🍽🐟🇵🇪

Encuéntrenos en Google Maps, Facebook e Instagram; estamos ubicados en Ciudad de México 🇲🇽 https://t.co/lALT78N6jG",https://x.com/undefined/status/1432839791423393795,tweet,@undefined,594,443,1586,50915,-,112,2021-08-31 17:56:41,"https://pbs.twimg.com/media/E-J4MLcWUAIVg_-.jpg,https://pbs.twimg.com/media/E-J4MLdWYAAunTr.jpg,https://pbs.twimg.com/media/E-J4MLfXIAAJrgF.jpg,https://pbs.twimg.com/media/E-J4MLdXsAAL-Mt.jpg",
1395138818060263426,Te voy a multar por tener tu teléfono en la mano 😠📱 https://t.co/XQJfnkrvWU,https://x.com/undefined/status/1395138818060263426,tweet,@undefined,1073,226,2595,71261,-,38,2021-05-19 17:06:29,https://pbs.twimg.com/media/E1yHWy4WUAIMTAk.jpg,
1395013214975447049,@Reporte_Indigo Yo nunca expliqué que fui advertido varias veces. De hecho se me dijo una vez y ya. El hombre me dijo “sé quién eres y te voy a multar”. Escriban bien su encabezado.,https://x.com/undefined/status/1395013214975447049,tweet,@undefined,37,0,27,532,-,0,2021-05-19 08:47:23,,
1391450591600259072,"Marcha por la legalización de la Marihuana, México, 2021 🍁🇲🇽😎 https://t.co/hC6LCmCEbv",https://x.com/undefined/status/1391450591600259072,tweet,@undefined,397,347,1045,27546,-,69,2021-05-09 12:50:47,"https://pbs.twimg.com/media/E09s7GTWUAAHEWk.jpg,https://pbs.twimg.com/media/E09s7GTWEAIYtP9.jpg,https://pbs.twimg.com/media/E09s7GTXIAIUlFr.jpg,https://pbs.twimg.com/media/E09s7GTWQAAwNvS.jpg",
1384924621326139398,Puro pinche cartel de santa a la verga compa 😎 @babocartel https://t.co/4YMVyHcM2g,https://x.com/undefined/status/1384924621326139398,tweet,@undefined,263,63,652,31501,-,26,2021-04-21 12:38:55,https://pbs.twimg.com/media/Ezg9lbwVgAIU9CJ.jpg,
1378084049034563585,@Brocco_classic Planazo 😎👌🏽,https://x.com/undefined/status/1378084049034563585,tweet,@undefined,2,0,0,44,-,0,2021-04-02 14:36:55,,
1374803888998612993,@antoniomargher xD,https://x.com/undefined/status/1374803888998612993,tweet,@undefined,15,4,7,1860,-,0,2021-03-24 13:22:44,,
1374802659660664841,Pakistán 😎🇵🇰 https://t.co/RDEFaQneDR,https://x.com/undefined/status/1374802659660664841,tweet,@undefined,566,178,601,40968,-,35,2021-03-24 13:17:51,https://pbs.twimg.com/media/ExRHuFNXAAAnJ9f.jpg,
1371599058696073217,"A la fecha en que publico esto, lo pueden encontrar en tiendas físicas:

- LA EUROPEA (Valle de México, Suroeste y Bajío)

- VINOTECA (Monterrey)

En línea:

- AMAZON https://t.co/VUYmD7btYP

- MERCADO LIBRE https://t.co/qBDAmHfkZL

- LA EUROPEA https://t.co/sBtY1N8MHU",https://x.com/undefined/status/1371599058696073217,tweet,@undefined,61,2,40,1810,-,9,2021-03-15 17:07:53,,
1371598272100438024,"Les presento mi nuevo proyecto, amigxs... 🥁 ¡Tequila sabor tamarindo GRAN MALO! No saben lo RICO que está; esto va a ser ENOOORME 🤩 Lo probé una vez y dije “ALV ESTO ESTÁ DELICIOSO, QUIERO INVERTIR” 🤣 Estoy súper emocionado. Ya lo encuentran en tiendas físicas y online. https://t.co/Kmb51AEk1F",https://x.com/undefined/status/1371598272100438024,tweet,@undefined,368,143,589,21841,-,36,2021-03-15 17:04:45,"https://pbs.twimg.com/media/EwjlWmTWYAMDx_H.jpg,https://pbs.twimg.com/media/EwjlWmTXMAEXR-J.jpg",
1371589691372343296,@yashi_cc JAJAJA 😎 Es la chida 🔥,https://x.com/undefined/status/1371589691372343296,tweet,@undefined,1,0,0,82,-,0,2021-03-15 16:30:39,,
1367603193207791622,"Ya está en línea la entrevista con el presidente @nayibbukele 🇸🇻

Una plática muy variada de cerca de una hora y media en la que tocamos todo tipo de temas. Las risas y las reflexiones no faltaron.

Pueden ir a verla ya al canal del podcast 👉🏽 https://t.co/BShjiTsN9m 👈🏽 https://t.co/yq37RXdGcv",https://x.com/undefined/status/1367603193207791622,tweet,@undefined,471,196,1961,20523,-,68,2021-03-04 16:29:44,https://pbs.twimg.com/media/Evqz2sDXMAAvSZb.jpg,
1366294902800347137,"Ídolo, máquina, mastodonte, tsunami, fiera, emperador, maestro de orquesta 😎 @Fernanfloo https://t.co/MgZF4NBEC2",https://x.com/undefined/status/1366294902800347137,tweet,@undefined,782,304,3379,114327,-,153,2021-03-01 01:51:04,https://pbs.twimg.com/media/EvYN-HuWQAEfi5c.jpg,
1365884407991664642,Se logró 😎🇸🇻 @nayibbukele https://t.co/H1rWhKBx61,https://x.com/undefined/status/1365884407991664642,tweet,@undefined,1785,687,4804,95948,-,86,2021-02-27 22:39:54,https://pbs.twimg.com/media/EvSYoMfWYAAVshJ.jpg,
1349855002316177410,@YoLozanoo @aczino @JuanBertheau Ah mamoncitaaaa 😎🔥🔥,https://x.com/undefined/status/1349855002316177410,tweet,@undefined,2,0,0,76,-,0,2021-01-14 17:04:46,,
1349854910926487554,@MikeJimnz @aczino @JuanBertheau Con tocho morocho 😎,https://x.com/undefined/status/1349854910926487554,tweet,@undefined,0,0,0,25,-,0,2021-01-14 17:04:24,,
1349854847621853188,"@alexxvape @aczino @JuanBertheau Soy el más dlv con eso, gracias por recordarme brooooo!!!!",https://x.com/undefined/status/1349854847621853188,tweet,@undefined,0,0,0,36,-,0,2021-01-14 17:04:09,,
1334858191444848641,"Gente de Costa Rica 🇨🇷 

Cuéntenme, ¿cómo están las cosas en su bello país ahora?

¿Me recomendarían visitar? ¿Qué cosas interesantes podría yo grabar por ahí? 

Los leo ❤️",https://x.com/undefined/status/1334858191444848641,tweet,@undefined,3403,667,740,34576,-,63,2020-12-04 07:52:47,,
1319099779192885250,"Es bueno estar de vuelta, mis cerotes 🇬🇹❤️ https://t.co/SbDOh41ael",https://x.com/undefined/status/1319099779192885250,tweet,@undefined,1230,847,2172,52542,-,46,2020-10-21 21:14:29,https://pbs.twimg.com/media/Ek5iMVLX0AMLtjn.jpg,
1317533099111186433,Crear empleos es la sensación más chingona detrás de cada proyecto.,https://x.com/undefined/status/1317533099111186433,tweet,@undefined,545,289,2062,58659,-,54,2020-10-17 13:29:04,,
1317532694180495360,"@AndrikBDSD @PilloFon_MX Lo sabes, perro 😎",https://x.com/undefined/status/1317532694180495360,tweet,@undefined,2,0,0,217,-,0,2020-10-17 13:27:27,,
1268587658441179136,"Hace 4 años entrevisté a un hombre en la calle. Hoy me entero que una chica lo ha denunciado por abuso.

Ya borré el video, pues no deseo que más gente lo conozca por mi canal. No tengo ningún tipo de relación con él.

Siento profundamente lo sucedido, de todo corazón.",https://x.com/undefined/status/1268587658441179136,tweet,@undefined,1559,604,5334,136842,-,277,2020-06-04 11:57:21,,
1267129235384102912,"El despegue de la nave espacial es una mentira ideada por la industria de peluches para vender más juguetes de dinosaurio. Tan sólo vean los números.

Despierten. Yo ya me cansé de vivir en la mentira. Abran los ojos. https://t.co/7TlrUp10ul",https://x.com/undefined/status/1267129235384102912,tweet,@undefined,937,531,3893,54834,-,144,2020-05-31 11:22:06,https://pbs.twimg.com/media/EZW_Uk4UEAALfyk.jpg,
1264782210143449089,@noirequilibre Excelente decisión 😎❤️,https://x.com/undefined/status/1264782210143449089,tweet,@undefined,2,0,2,148,-,0,2020-05-24 23:55:52,,
1263346523946881024,@paolapalacios17 Tu abuelo es un capo 🔥,https://x.com/undefined/status/1263346523946881024,tweet,@undefined,4,0,6,172,-,0,2020-05-21 00:50:57,,
1262935633108054017,"@maancusso Tal vez un CRECK, pero un crock lo dudo...",https://x.com/undefined/status/1262935633108054017,tweet,@undefined,2,0,3,165,-,1,2020-05-19 21:38:13,,
1262889430983073792,@duarteanndrea QUÉ ELEGANCIA,https://x.com/undefined/status/1262889430983073792,tweet,@undefined,4,0,3,312,-,0,2020-05-19 18:34:38,,
1262889224359022592,@angel_mb92 En construcción 🏗,https://x.com/undefined/status/1262889224359022592,tweet,@undefined,3,0,0,181,-,0,2020-05-19 18:33:49,,
1262889167173885953,@lopez_gabylu Se MEGA rifó 😎,https://x.com/undefined/status/1262889167173885953,tweet,@undefined,0,0,0,135,-,0,2020-05-19 18:33:35,,
1262888941038043136,"@criscvilla Le di crédito en mi Instagram, porque no tiene Twitter el jefe 👌🏽",https://x.com/undefined/status/1262888941038043136,tweet,@undefined,5,0,2,389,-,0,2020-05-19 18:32:41,,
1262888071860805632,@Ann_Rood24 En mis historias la puse 😎👌🏽,https://x.com/undefined/status/1262888071860805632,tweet,@undefined,4,0,1,241,-,1,2020-05-19 18:29:14,,
1262888011068473344,"@ed_moreville A LA ORDEN, MI GENERAL",https://x.com/undefined/status/1262888011068473344,tweet,@undefined,2,0,6,447,-,0,2020-05-19 18:28:59,,
1262886031747145730,"Un seguidor me hizo estos tenis únicos 😍

¡Qué nivel de CAPO, ÍDOLO, MÁQUINA, MASTER! Detalles perros 😎🔥 https://t.co/jLHkKdjF2E",https://x.com/undefined/status/1262886031747145730,tweet,@undefined,434,77,1286,50396,-,80,2020-05-19 18:21:07,"https://pbs.twimg.com/media/EYasJXlXkAYELeP.jpg,https://pbs.twimg.com/media/EYasJXnXkAAXMXO.jpg,https://pbs.twimg.com/media/EYasJXoXsAIK_Ua.jpg,https://pbs.twimg.com/media/EYasJXoXkAArtFN.jpg",
1253103096525275136,@MikeJimnz MUCHO FLOW 😎🔥,https://x.com/undefined/status/1253103096525275136,tweet,@undefined,12,1,2,120,-,1,2020-04-22 18:27:14,,
1253102772267782145,"Llevamos semanas trabajando durísimo en este proyecto junto con YouTube Originals 🔥 ¡Qué emoción ya poderles contar!

Ha sido todo un reto y falta MUCHO por hacer aún, pero estamos durmiendo poquito y metiéndole con todo para que esto salga perrón.

¡PRONTO EL ESTRENO! 🎬",https://x.com/undefined/status/1253102772267782145,tweet,@undefined,220,19,299,9367,-,8,2020-04-22 18:25:57,,
1242667013622902786,"Estos cracks rescatan comida que iba a ser desechada para encontrarles una persona que la podría necesitar. Su labor me encantó.

Justo ahora están trabajando en preparar a personas para la contingencia. Puedes ayudar o ser ayudado aquí @BAMXPuebla - https://t.co/n6aPScJZKG https://t.co/ExvewCAYC3",https://x.com/undefined/status/1242667013622902786,tweet,@undefined,96,16,423,7436,-,5,2020-03-24 22:17:58,"https://pbs.twimg.com/media/ET7VYRvWkAI2Y_0.jpg,https://pbs.twimg.com/media/ET7VYR6WsAIn2qB.jpg,https://pbs.twimg.com/media/ET7VYR0WAAA-N04.jpg,https://pbs.twimg.com/media/ET7VaF6WsAAZmeq.jpg",
1241506723388629009,JAJAJA. Se ULTRA MEGA MAMÓ esta chica 🤣❤️ https://t.co/hVodNt441H,https://x.com/undefined/status/1241506723388629009,tweet,@undefined,841,245,2646,73222,-,154,2020-03-21 17:27:23,"https://pbs.twimg.com/media/ETq3w4UXgAorcEW.jpg,https://pbs.twimg.com/media/ETq3w4UWoAAJmsA.jpg,https://pbs.twimg.com/media/ETq3w4cWoAIVp4h.jpg,https://pbs.twimg.com/media/ETq3w4YXkAAZ4ej.jpg",
1241136933562089473,@andreapalafox23 OYE QUÉ HERMOSURA! :'D GRACIAS!!! &lt;3,https://x.com/undefined/status/1241136933562089473,tweet,@undefined,4,1,1,741,-,0,2020-03-20 16:57:58,,
1240845953466163200,@Wendolija @CeciliaArceo SÍ LO HACE,https://x.com/undefined/status/1240845953466163200,tweet,@undefined,2,0,0,32,-,0,2020-03-19 21:41:43,,
1240694001130323968,@GeneSudek &gt;:”v,https://x.com/undefined/status/1240694001130323968,tweet,@undefined,6,1,5,258,-,0,2020-03-19 11:37:55,,
1240693913729417216,@andreapalafox23 :/,https://x.com/undefined/status/1240693913729417216,tweet,@undefined,5,1,10,608,-,0,2020-03-19 11:37:34,,
1240693093415829511,:/ https://t.co/QWqeK4Yu9y,https://x.com/undefined/status/1240693093415829511,tweet,@undefined,401,214,6640,81012,-,196,2020-03-19 11:34:19,https://pbs.twimg.com/media/ETfTyg1WkAAZ3T8.jpg,
1240456529112895488,No tienes hambre. Sólo estás aburrido.,https://x.com/undefined/status/1240456529112895488,tweet,@undefined,506,2231,14804,68641,-,115,2020-03-18 19:54:17,,
1240089070409310208,"Mis crecks, estaba muy emocionado por @VidConMexico en Abril, pero CLARAMENTE por la situación actual el evento se va a posponer ALV.

Peeeero ya hay nueva fecha, APÁRTENLA DE UNA VEZ, ¡nos vemos del 17 al 20 de Septiembre!

Va a estar perro, VAYAN 😎🔥 #StayTunedVidconMexico",https://x.com/undefined/status/1240089070409310208,tweet,@undefined,78,3,98,4866,-,4,2020-03-17 19:34:08,,
1239614445044797440,@jhanmer8899 Ella es la que me los vende xD,https://x.com/undefined/status/1239614445044797440,tweet,@undefined,16,1,22,2914,-,1,2020-03-16 12:08:09,,
1239613863789842438,"He cancelado todos los viajes que tenía programados para este mes por obvias razones.

Decidí mejor ingerir hongos alucinógenos y viajar desde la comodidad de mi hogar. 

Responsabilidad ante todo.",https://x.com/undefined/status/1239613863789842438,tweet,@undefined,1443,2161,21218,180783,-,275,2020-03-16 12:05:50,,
1238296333926060034,@facusantillan07 GUAT?! Real?! Cuando fui el año pasado estaba en 40!!! 😱,https://x.com/undefined/status/1238296333926060034,tweet,@undefined,81,29,42,2247,-,3,2020-03-12 20:50:27,,
